OBJECTID,HASTUS,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT,geo_shape,geo_point_2d
3107,4523.0,Mowbray Park,LYTTON RD,,504520.7,6960462.6,-27.479414,153.04576,EAST BRISBANE,2 - Intermediate,Y,Easy,Easy,Medium,2023-03-10T11:00:00+10:00,"{""coordinates"": [153.04576627708374, -27.479401440959666], ""type"": ""Point""}","-27.479401440959666, 153.04576627708374"
3108,4526.0,Mowbray Park,LYTTON RD,Stafford St,504570.6,6960428.8,-27.479719,153.046265,EAST BRISBANE,2 - Intermediate,Y,Easy,Easy,Easy,2023-03-10T11:00:00+10:00,"{""coordinates"": [153.04627151113348, -27.479706419598415], ""type"": ""Point""}","-27.479706419598415, 153.04627151113348"
3109,4528.0,Salstone Street - 11,SHAFSTON AV,Salstone St,504020.3,6960562.8,-27.478511,153.040695,KANGAROO POINT,2 - Intermediate,Y,Easy,Easy,Hard,2016-09-08T12:00:00+10:00,"{""coordinates"": [153.04070070715213, -27.47849841002217], ""type"": ""Point""}","-27.47849841002217, 153.04070070715213"
3110,4530.0,Connor Street - 10-6,SHAFSTON AV,O'Connell St,503692.8,6960863.3,-27.475799,153.037379,KANGAROO POINT,2 - Intermediate,Y,Easy,Hard,Easy,2017-03-14T11:00:00+10:00,"{""coordinates"": [153.03738474018303, -27.475786431720756], ""type"": ""Point""}","-27.475786431720756, 153.03738474018303"
3111,4531.0,Quinton Street - 7,MAIN ST,,503532.1,6960934.2,-27.475159,153.035752,KANGAROO POINT,2 - Intermediate,Y,Easy,Medium,Easy,2023-04-06T12:00:00+10:00,"{""coordinates"": [153.03575792058334, -27.47514677490886], ""type"": ""Point""}","-27.47514677490886, 153.03575792058334"
3112,4533.0,Sinclair Street - 8A,MAIN ST,Sinclair St,503542.1,6960417.6,-27.479823,153.035855,KANGAROO POINT,2 - Intermediate,Y,Easy,Easy,Easy,2017-03-31T12:00:00+10:00,"{""coordinates"": [153.03586064969213, -27.47981060231956], ""type"": ""Point""}","-27.47981060231956, 153.03586064969213"
3113,4539.0,St Vincents,MAIN ST,Shafston Av,503509.2,6961064.8,-27.47398,153.03552,KANGAROO POINT,2 - Intermediate,Y,Easy,Hard,Medium,2017-03-14T11:00:00+10:00,"{""coordinates"": [153.0355257490885, -27.47396777978616], ""type"": ""Point""}","-27.47396777978616, 153.0355257490885"
3114,4543.0,Petmar St. North - 43,PETMAR ST,Gleneden Ct,493574.3,6964760.2,-27.440607,152.93498,THE GAP,3 - Regular with seat,Y,Easy,Hard,Easy,2018-05-23T12:00:00+10:00,"{""coordinates"": [152.93498543925077, -27.440595038206496], ""type"": ""Point""}","-27.440595038206496, 152.93498543925077"
3115,4550.0,BROOKFIELD / RAFTING GROUND,BROOKFIELD RD,,491038.9,6958798.2,-27.494418,152.90928,BROOKFIELD,5 - District,N,Hard,Hard,Medium,,"{""coordinates"": [152.90928610031835, -27.4944055285058], ""type"": ""Point""}","-27.4944055285058, 152.90928610031835"
3116,4552.0,Gold Creek Road Gold Creek Road,GOLD CREEK RD,,491044.0,6959434.1,-27.488676,152.909335,BROOKFIELD,4 - Regular,N,Hard,Easy,Hard,,"{""coordinates"": [152.90934243454817, -27.488664688643073], ""type"": ""Point""}","-27.488664688643073, 152.90934243454817"
3117,4555.0,Brookfield Village Gold Creek Road,GOLD CREEK RD,Adavale St,490904.4,6959984.8,-27.483705,152.907927,BROOKFIELD,2 - Intermediate,Y,Easy,Hard,Easy,2019-08-02T12:00:00+10:00,"{""coordinates"": [152.90793336920447, -27.48369206503059], ""type"": ""Point""}","-27.48369206503059, 152.90793336920447"
3118,4557.0,Gold Creek Road Gold Creek Road,GOLD CREEK RD,Brookfield Rd,491079.0,6959305.2,-27.489841,152.90969,BROOKFIELD,4 - Regular,N,Hard,Hard,Hard,,"{""coordinates"": [152.90969579753735, -27.489828622184604], ""type"": ""Point""}","-27.489828622184604, 152.90969579753735"
3119,4558.0,Brookfield,BROOKFIELD RD,Gold Creek Rd,491205.8,6958960.5,-27.492954,152.910971,BROOKFIELD,4 - Regular,Y,Easy,Easy,Easy,2017-07-11T12:00:00+10:00,"{""coordinates"": [152.91097693130178, -27.49294138390228], ""type"": ""Point""}","-27.49294138390228, 152.91097693130178"
3120,4559.0,Brookfield,BROOKFIELD RD,Gold Creek Rd,491303.8,6958930.1,-27.493229,152.911963,BROOKFIELD,3 - Regular with seat,Y,Easy,Hard,Easy,2017-07-11T12:00:00+10:00,"{""coordinates"": [152.91196882636459, -27.493216464750063], ""type"": ""Point""}","-27.493216464750063, 152.91196882636459"
3121,4560.0,Boscombe Road Brookfield Road,BROOKFIELD RD,,491641.2,6958843.0,-27.494018,152.915378,BROOKFIELD,2 - Intermediate,Y,Easy,Hard,Easy,2017-09-07T12:00:00+10:00,"{""coordinates"": [152.91538393846906, -27.49400491818288], ""type"": ""Point""}","-27.49400491818288, 152.91538393846906"
3122,4561.0,Boscombe Road Brookfield Road,BROOKFIELD RD,,491574.8,6958851.6,-27.493939,152.914705,BROOKFIELD,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [152.91471178434742, -27.493926867406106], ""type"": ""Point""}","-27.493926867406106, 152.91471178434742"
3123,4564.0,Jacaranda Avenue Brookfield Road,BROOKFIELD RD,,491954.9,6958650.0,-27.495762,152.918552,KENMORE HILLS,2 - Intermediate,Y,Easy,Medium,Easy,2016-08-05T12:00:00+10:00,"{""coordinates"": [152.9185584621988, -27.49574920724039], ""type"": ""Point""}","-27.49574920724039, 152.9185584621988"
3124,4565.0,Jacaranda Avenue - 43,BROOKFIELD RD,,492016.6,6958561.2,-27.496564,152.919177,KENMORE HILLS,4 - Regular,Y,Easy,Easy,Easy,2018-03-23T11:00:00+10:00,"{""coordinates"": [152.91918251906492, -27.4965512531242], ""type"": ""Point""}","-27.4965512531242, 152.91918251906492"
3125,4566.0,Valleybrook Greentrees Avenue,GREENTREES AVE,Valleybrook Street,492057.5,6958080.2,-27.500907,152.919587,KENMORE HILLS,3 - Regular with seat,Y,Easy,Medium,Easy,2023-02-09T11:00:00+10:00,"{""coordinates"": [152.91959343198712, -27.500893933743225], ""type"": ""Point""}","-27.500893933743225, 152.91959343198712"
3126,4568.0,Greentrees West Jacaranda Avenue,JACARANDA AVE,,491873.8,6958136.8,-27.500394,152.917728,KENMORE HILLS,2 - Intermediate,N,Medium,Easy,Easy,,"{""coordinates"": [152.917733971577, -27.500381864926446], ""type"": ""Point""}","-27.500381864926446, 152.917733971577"
3127,4569.0,Greentrees West Greentrees Avenue,GREENTREES AVE,,491958.8,6958086.4,-27.500849,152.918588,KENMORE HILLS,4 - Regular,Y,Easy,Hard,Easy,2019-05-10T12:00:00+10:00,"{""coordinates"": [152.9185942012556, -27.50083737935965], ""type"": ""Point""}","-27.50083737935965, 152.9185942012556"
3128,4570.0,Greentrees East Greentrees Avenue,GREENTREES AVE,Crompton St,492295.8,6958042.7,-27.501246,152.922,KENMORE HILLS,2 - Intermediate,Y,Easy,Hard,Medium,2017-09-07T12:00:00+10:00,"{""coordinates"": [152.92200582257325, -27.50123385507372], ""type"": ""Point""}","-27.50123385507372, 152.92200582257325"
3129,4571.0,Greentrees East Greentrees Avenue,GREENTREES AVE,Crompton St,492338.9,6958092.5,-27.500797,152.922436,KENMORE HILLS,2 - Intermediate,N,Medium,Easy,Easy,,"{""coordinates"": [152.92244249804543, -27.500784507579105], ""type"": ""Point""}","-27.500784507579105, 152.92244249804543"
3130,4573.0,Greentrees Avenue - 41,GREENTREES AVE,,492577.4,6958497.5,-27.497141,152.924853,KENMORE HILLS,5 - District,N,Medium,Easy,Easy,,"{""coordinates"": [152.92485963356302, -27.497129515464643], ""type"": ""Point""}","-27.497129515464643, 152.92485963356302"
3131,4574.0,Gap Creek Road,BROOKFIELD RD,Gap Creek Rd,492850.5,6958558.6,-27.496592,152.927618,KENMORE HILLS,2 - Intermediate,Y,Easy,Hard,Easy,2017-07-11T12:00:00+10:00,"{""coordinates"": [152.92762485690685, -27.496579373692352], ""type"": ""Point""}","-27.496579373692352, 152.92762485690685"
3132,4575.0,Gap Creek Road,BROOKFIELD RD,Gap Creek Rd,492828.2,6958552.3,-27.496649,152.927393,KENMORE HILLS,4 - Regular,Y,Easy,Hard,Easy,2017-07-11T12:00:00+10:00,"{""coordinates"": [152.9273990556571, -27.496636132133897], ""type"": ""Point""}","-27.496636132133897, 152.9273990556571"
3133,4576.0,Friary Brookfield Road,BROOKFIELD RD,,493058.3,6958069.7,-27.501006,152.929719,KENMORE HILLS,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [152.9297258084506, -27.500994214646987], ""type"": ""Point""}","-27.500994214646987, 152.9297258084506"
3134,4577.0,Friary -39,BROOKFIELD RD,Friary Fields Ct,493026.8,6958179.9,-27.500012,152.929402,KENMORE HILLS,4 - Regular,Y,Easy,Medium,Easy,2017-07-11T12:00:00+10:00,"{""coordinates"": [152.9294075264342, -27.499999173854057], ""type"": ""Point""}","-27.499999173854057, 152.9294075264342"
3135,4578.0,Iona Brookfield Road,BROOKFIELD RD,Mirbelia St,493245.3,6957884.6,-27.502678,152.931612,KENMORE HILLS,2 - Intermediate,Y,Medium,Medium,Easy,2020-03-11T11:00:00+10:00,"{""coordinates"": [152.93161802831818, -27.502666230193803], ""type"": ""Point""}","-27.502666230193803, 152.93161802831818"
3136,4579.0,Iona Brookfield Road,BROOKFIELD RD,,493230.6,6957889.2,-27.502636,152.931462,KENMORE HILLS,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [152.93146922388962, -27.502624628423494], ""type"": ""Point""}","-27.502624628423494, 152.93146922388962"
3137,4580.0,Kenmore Woods,BIELBY RD,Cedarleigh Rd,494260.0,6957429.8,-27.506789,152.941883,KENMORE HILLS,3 - Regular with seat,Y,Easy,Hard,Easy,2017-07-11T12:00:00+10:00,"{""coordinates"": [152.94188920294604, -27.506776808231923], ""type"": ""Point""}","-27.506776808231923, 152.94188920294604"
3138,4582.0,Bielby Road Bielby Road,BIELBY RD,,494033.7,6957791.0,-27.503527,152.939593,KENMORE HILLS,4 - Regular,N,Hard,Hard,Hard,,"{""coordinates"": [152.9395997239613, -27.503514940534853], ""type"": ""Point""}","-27.503514940534853, 152.9395997239613"
3139,4583.0,Kenmore Woods,BIELBY RD,Cedarleigh Rd,494277.2,6957427.5,-27.50681,152.942057,KENMORE HILLS,3 - Regular with seat,Y,Easy,Hard,Medium,2018-05-09T12:00:00+10:00,"{""coordinates"": [152.94206333998454, -27.506797645140292], ""type"": ""Point""}","-27.506797645140292, 152.94206333998454"
3140,4585.0,Kenmore Village Cedarleigh Road,MOGGIL RD,Philijpa St,494116.4,6957364.1,-27.507382,152.940429,KENMORE,2 - Intermediate,Y,Easy,Hard,Medium,2017-07-30T12:00:00+10:00,"{""coordinates"": [152.94043495084986, -27.507369328581696], ""type"": ""Point""}","-27.507369328581696, 152.94043495084986"
3141,4587.0,Pindari Street - 39,PINDARI ST,Palana St,494777.0,6963493.8,-27.452046,152.947144,THE GAP,2 - Intermediate,Y,Easy,Hard,Easy,2019-10-29T11:00:00+10:00,"{""coordinates"": [152.94714990784038, -27.452033266175782], ""type"": ""Point""}","-27.452033266175782, 152.94714990784038"
3142,4588.0,Pindari Street - 39,PINDARI ST,Palana St,494764.1,6963474.8,-27.452217,152.947013,THE GAP,4 - Regular,Y,Easy,Hard,Hard,2016-05-17T12:00:00+10:00,"{""coordinates"": [152.9470192794418, -27.452204748738996], ""type"": ""Point""}","-27.452204748738996, 152.9470192794418"
3143,4589.0,Devonhill - Koorong - 37,DEVONHILL ST,Koorong St,495025.9,6963380.9,-27.453066,152.949662,THE GAP,2 - Intermediate,Y,Easy,Medium,Easy,2023-04-04T12:00:00+10:00,"{""coordinates"": [152.94966828218486, -27.45305346147278], ""type"": ""Point""}","-27.45305346147278, 152.94966828218486"
3144,4590.0,Devonhill Street - 38,DEVONHILL ST,Paraka St,494889.0,6963394.3,-27.452944,152.948277,THE GAP,4 - Regular,Y,Easy,Easy,Easy,2017-02-07T11:00:00+10:00,"{""coordinates"": [152.94828291480948, -27.45293197854342], ""type"": ""Point""}","-27.45293197854342, 152.94828291480948"
3145,4591.0,Devonhill Street - 38,DEVONHILL ST,Paraka St,494855.8,6963409.2,-27.45281,152.947941,THE GAP,3 - Regular with seat,Y,Easy,Hard,Medium,2016-11-03T11:00:00+10:00,"{""coordinates"": [152.94794699537252, -27.452797336044554], ""type"": ""Point""}","-27.452797336044554, 152.94794699537252"
3146,4593.0,Glenbrae Street - 36,BOMBALA ST,Glenbrae St,495053.2,6963220.6,-27.454514,152.949937,THE GAP,2 - Intermediate,Y,Medium,Hard,Medium,2017-09-28T12:00:00+10:00,"{""coordinates"": [152.9499439036961, -27.454500750581406], ""type"": ""Point""}","-27.454500750581406, 152.9499439036961"
3147,4594.0,Glenbrae Street - 36,GLENBRAE ST,Bombala St,495094.1,6963207.2,-27.454634,152.950351,THE GAP,4 - Regular,Y,Easy,Hard,Medium,2019-09-20T12:00:00+10:00,"{""coordinates"": [152.95035776166947, -27.45462187403514], ""type"": ""Point""}","-27.45462187403514, 152.95035776166947"
3148,4595.0,Grenoble - Woodside - 35,GRENOBLE ST,Woodside St,495215.5,6963347.0,-27.453373,152.951581,THE GAP,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [152.9515868947685, -27.45336019122569], ""type"": ""Point""}","-27.45336019122569, 152.9515868947685"
3149,4596.0,Grenoble - Woodside - 35,GRENOBLE ST,Glenbrae St,495189.9,6963342.3,-27.453415,152.951322,THE GAP,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [152.9513278041861, -27.45340253255172], ""type"": ""Point""}","-27.45340253255172, 152.9513278041861"
3150,4597.0,Grenoble - Paten - 34,GRENOBLE ST,Paten Rd,495387.9,6963308.9,-27.453718,152.953325,THE GAP,3 - Regular with seat,Y,Easy,Medium,Easy,2023-03-06T11:00:00+10:00,"{""coordinates"": [152.95333143759066, -27.45370475395969], ""type"": ""Point""}","-27.45370475395969, 152.95333143759066"
3151,4598.0,Grenoble - Paten - 34,GRENOBLE ST,Paten Rd,495381.4,6963319.6,-27.453621,152.95326,THE GAP,3 - Regular with seat,Y,Easy,Easy,Medium,2022-10-26T12:00:00+10:00,"{""coordinates"": [152.95326569813545, -27.453608132216722], ""type"": ""Point""}","-27.453608132216722, 152.95326569813545"
3152,4599.0,Merri Merri Park Greenford Street,GREENFORD ST,Tangmere St,494050.1,6959795.4,-27.485432,152.93977,CHAPEL HILL,2 - Intermediate,Y,Easy,Hard,Easy,2017-10-04T12:00:00+10:00,"{""coordinates"": [152.93977561807583, -27.485419384131244], ""type"": ""Point""}","-27.485419384131244, 152.93977561807583"
3153,4600.0,Tillbrook Tillbrook Street,TILLBROOK ST,,494239.1,6959511.5,-27.487996,152.941681,CHAPEL HILL,2 - Intermediate,Y,Easy,Easy,Easy,2023-02-01T11:00:00+10:00,"{""coordinates"": [152.94168750046242, -27.48798323772328], ""type"": ""Point""}","-27.48798323772328, 152.94168750046242"
3154,4601.0,Tillbrook,TILLBROOK ST,Chatburn St,494200.6,6959416.8,-27.48885,152.941291,CHAPEL HILL,4 - Regular,Y,Medium,Easy,Medium,2017-10-04T12:00:00+10:00,"{""coordinates"": [152.94129730531344, -27.48883802173597], ""type"": ""Point""}","-27.48883802173597, 152.94129730531344"
3155,4602.0,Chapel Woods Fleming Road,FLEMING RD,Candlebark Cr,494457.3,6958947.3,-27.49309,152.943888,MOUNT COOT-THA,2 - Intermediate,Y,Easy,Easy,Easy,2018-03-01T11:00:00+10:00,"{""coordinates"": [152.9438937913029, -27.493077720055176], ""type"": ""Point""}","-27.493077720055176, 152.9438937913029"
3156,4603.0,Chapel Crest Fleming Road,FLEMING RD,Marmindie St,494796.2,6958818.8,-27.494252,152.947318,CHAPEL HILL,2 - Intermediate,Y,Easy,Hard,Easy,2017-09-07T12:00:00+10:00,"{""coordinates"": [152.94732413587303, -27.49423915357063], ""type"": ""Point""}","-27.49423915357063, 152.94732413587303"
3157,4604.0,MARMINDIE / FLEMING,MARMINDIE ST,,494880.6,6958850.8,-27.493963,152.948172,CHAPEL HILL,5 - District,N,Hard,Easy,Easy,,"{""coordinates"": [152.94817871423479, -27.49395057992866], ""type"": ""Point""}","-27.49395057992866, 152.94817871423479"
3158,4608.0,MARMINDIE / CHAPEL HILL,CHAPEL HILL RD,,495525.0,6959076.5,-27.491928,152.954697,CHAPEL HILL,5 - District,N,Medium,Hard,Hard,,"{""coordinates"": [152.95470326529082, -27.491915247215307], ""type"": ""Point""}","-27.491915247215307, 152.95470326529082"
3159,4612.0,Burbong West,BURBONG ST,Robyn St,495370.0,6958488.3,-27.497238,152.953126,CHAPEL HILL,2 - Intermediate,Y,Easy,Easy,Easy,2017-09-07T12:00:00+10:00,"{""coordinates"": [152.95313186983324, -27.49722497032594], ""type"": ""Point""}","-27.49722497032594, 152.95313186983324"
3160,4613.0,Burbong West,BURBONG ST,Robyn St,495392.0,6958449.4,-27.497589,152.953349,CHAPEL HILL,2 - Intermediate,Y,Medium,Easy,Easy,,"{""coordinates"": [152.95335444988436, -27.49757623248218], ""type"": ""Point""}","-27.49757623248218, 152.95335444988436"
3161,4614.0,Chapel Hill Road - 4,CHAPEL HILL RD,Fuelling St,495127.0,6958492.2,-27.497202,152.950666,CHAPEL HILL,2 - Intermediate,Y,Easy,Hard,Easy,2017-07-11T12:00:00+10:00,"{""coordinates"": [152.9506717519671, -27.497188910674772], ""type"": ""Point""}","-27.497188910674772, 152.9506717519671"
3162,4616.0,Chapel Hill Road - 5,CHAPEL HILL RD,Fleming Rd,495185.8,6958716.0,-27.495182,152.951262,CHAPEL HILL,2 - Intermediate,Y,Easy,Hard,Medium,2017-10-04T12:00:00+10:00,"{""coordinates"": [152.95126793343454, -27.495168664791624], ""type"": ""Point""}","-27.495168664791624, 152.95126793343454"
3163,4617.0,District Stop Burbong St app Chapel Hill Rd,BURBONG ST,,495299.7,6958689.1,-27.495424,152.952415,CHAPEL HILL,5 - District,N,Hard,Easy,Easy,,"{""coordinates"": [152.9524209318982, -27.49541191590599], ""type"": ""Point""}","-27.49541191590599, 152.9524209318982"
3164,4618.0,Chapel Crest Fleming Road,FLEMING RD,Marmindie St,494914.1,6958785.8,-27.49455,152.948511,CHAPEL HILL,3 - Regular with seat,Y,Easy,Hard,Medium,2017-10-04T12:00:00+10:00,"{""coordinates"": [152.9485175853259, -27.494537522877522], ""type"": ""Point""}","-27.494537522877522, 152.9485175853259"
3165,4640.0,Church Road,CHURCH RD,Pine County Pl,487139.2,6951066.3,-27.564189,152.869719,BELLBOWRIE,2 - Intermediate,Y,Hard,Easy,Easy,,"{""coordinates"": [152.86972430910862, -27.564176925556943], ""type"": ""Point""}","-27.564176925556943, 152.86972430910862"
3166,4641.0,Moggill Moggill Road,MOGGILL RD,Witty Rd,487582.1,6950373.3,-27.57045,152.874198,MOGGILL,2 - Intermediate,Y,Easy,Easy,Easy,,"{""coordinates"": [152.87420380534402, -27.570437354721474], ""type"": ""Point""}","-27.570437354721474, 152.87420380534402"
3167,4647.0,Kangaroo Gully Montanus Drive,MONTANUS DR,Parasol St,488057.9,6951310.3,-27.561995,152.879027,BELLBOWRIE,4 - Regular,Y,Medium,Medium,Easy,,"{""coordinates"": [152.87903326718563, -27.56198254665042], ""type"": ""Point""}","-27.56198254665042, 152.87903326718563"
3168,4648.0,Kangaroo Gully,MONTANUS DR,Linum Pl,488014.7,6951360.5,-27.561541,152.87859,BELLBOWRIE,2 - Intermediate,Y,Easy,Medium,Easy,2017-06-13T12:00:00+10:00,"{""coordinates"": [152.87859615321773, -27.561528966835272], ""type"": ""Point""}","-27.561528966835272, 152.87859615321773"
3169,4650.0,Bellbowrie,MOGGILL RD,Birkin Rd,488833.8,6951264.5,-27.562415,152.886887,BELLBOWRIE,2 - Intermediate,Y,Easy,Easy,Easy,2017-07-06T12:00:00+10:00,"{""coordinates"": [152.88689265099893, -27.562402644009172], ""type"": ""Point""}","-27.562402644009172, 152.88689265099893"
3170,4651.0,Bellbowrie,MOGGILL RD,Montanus Dr,488800.1,6951246.4,-27.562578,152.886545,BELLBOWRIE,1 - Premium,Y,Easy,Easy,Hard,2017-07-06T12:00:00+10:00,"{""coordinates"": [152.88655110322344, -27.562565769749902], ""type"": ""Point""}","-27.562565769749902, 152.88655110322344"
3171,4652.0,Moggill Road - 34,MOGGILL RD,Marshall La,494703.9,6957217.4,-27.508709,152.946377,KENMORE,2 - Intermediate,Y,Medium,Easy,Easy,,"{""coordinates"": [152.94638270707568, -27.50869614720864], ""type"": ""Point""}","-27.50869614720864, 152.94638270707568"
3172,4653.0,Kenmore Churches Moggill Road,GUBBERLEY ST,,494414.8,6957106.3,-27.509709,152.943448,KENMORE,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [152.94345504069784, -27.509697991373237], ""type"": ""Point""}","-27.509697991373237, 152.94345504069784"
3173,4654.0,Moggill Road - 36,MOGGILL RD,,494185.8,6957285.9,-27.508089,152.941132,KENMORE,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [152.94113724537596, -27.508075612318112], ""type"": ""Point""}","-27.508075612318112, 152.94113724537596"
3174,4655.0,Montanus East Montanus Drive,MONTANUS DR,Parasol St,488390.1,6951139.9,-27.563537,152.882391,BELLBOWRIE,3 - Regular with seat,Y,Medium,Hard,Medium,2017-09-07T12:00:00+10:00,"{""coordinates"": [152.88239678775662, -27.563523781788454], ""type"": ""Point""}","-27.563523781788454, 152.88239678775662"
3175,4656.0,Montanus East Montanus Drive,MONTANUS DR,Parasol St,488390.1,6951125.9,-27.563662,152.88239,BELLBOWRIE,4 - Regular,Y,Hard,Easy,Easy,,"{""coordinates"": [152.8823966530336, -27.563650171672247], ""type"": ""Point""}","-27.563650171672247, 152.8823966530336"
3176,4657.0,Misty Morn Moggill Road,MOGGILL RD,Kilkivan Av,493003.8,6956529.3,-27.514913,152.929159,KENMORE,2 - Intermediate,Y,Easy,Medium,Easy,2017-09-07T12:00:00+10:00,"{""coordinates"": [152.9291651237556, -27.514900563254443], ""type"": ""Point""}","-27.514900563254443, 152.9291651237556"
3177,4661.0,MOGGILL / MOGGILL,MOGGILL RD,,492014.8,6955397.3,-27.525128,152.919137,PINJARRA HILLS,5 - District,N,Hard,Hard,Easy,,"{""coordinates"": [152.9191434109066, -27.5251147021879], ""type"": ""Point""}","-27.5251147021879, 152.9191434109066"
